"REF_DATE","GEO","DGUID","Labour productivity and related measures","Industry","UOM","UOM_ID","SCALAR_FACTOR","SCALAR_ID","VECTOR","COORDINATE","VALUE","STATUS","SYMBOL","TERMINATED","DECIMALS"
"2010","Canada","2021A000011124","Labour productivity","Paint, coating and adhesive manufacturing [BS3255]","Chained (2017) dollars per hour","446","units","0","v111384200","1.7.89","66.9","","","","1"
"2011","Canada","2021A000011124","Labour productivity","Paint, coating and adhesive manufacturing [BS3255]","Chained (2017) dollars per hour","446","units","0","v111384200","1.7.89","68.3","","","","1"
"2012","Canada","2021A000011124","Labour productivity","Paint, coating and adhesive manufacturing [BS3255]","Chained (2017) dollars per hour","446","units","0","v111384200","1.7.89","75.7","","","","1"
"2013","Canada","2021A000011124","Labour productivity","Paint, coating and adhesive manufacturing [BS3255]","Chained (2017) dollars per hour","446","units","0","v111384200","1.7.89","71.1","","","","1"
"2014","Canada","2021A000011124","Labour productivity","Paint, coating and adhesive manufacturing [BS3255]","Chained (2017) dollars per hour","446","units","0","v111384200","1.7.89","64.9","","","","1"
"2015","Canada","2021A000011124","Labour productivity","Paint, coating and adhesive manufacturing [BS3255]","Chained (2017) dollars per hour","446","units","0","v111384200","1.7.89","69.9","","","","1"
"2016","Canada","2021A000011124","Labour productivity","Paint, coating and adhesive manufacturing [BS3255]","Chained (2017) dollars per hour","446","units","0","v111384200","1.7.89","66.6","","","","1"
"2017","Canada","2021A000011124","Labour productivity","Paint, coating and adhesive manufacturing [BS3255]","Chained (2017) dollars per hour","446","units","0","v111384200","1.7.89","69.9","","","","1"
"2018","Canada","2021A000011124","Labour productivity","Paint, coating and adhesive manufacturing [BS3255]","Chained (2017) dollars per hour","446","units","0","v111384200","1.7.89","63.2","","","","1"
"2019","Canada","2021A000011124","Labour productivity","Paint, coating and adhesive manufacturing [BS3255]","Chained (2017) dollars per hour","446","units","0","v111384200","1.7.89","62.3","","","","1"
"2020","Canada","2021A000011124","Labour productivity","Paint, coating and adhesive manufacturing [BS3255]","Chained (2017) dollars per hour","446","units","0","v111384200","1.7.89","63.7","","","","1"
"2021","Canada","2021A000011124","Labour productivity","Paint, coating and adhesive manufacturing [BS3255]","Chained (2017) dollars per hour","446","units","0","v111384200","1.7.89","70.3","","","","1"
"2022","Canada","2021A000011124","Labour productivity","Paint, coating and adhesive manufacturing [BS3255]","Chained (2017) dollars per hour","446","units","0","v111384200","1.7.89","72.2","","","","1"
"2023","Canada","2021A000011124","Labour productivity","Paint, coating and adhesive manufacturing [BS3255]","Chained (2017) dollars per hour","446","units","0","v111384200","1.7.89","61.7","","","","1"
"2024","Canada","2021A000011124","Labour productivity","Paint, coating and adhesive manufacturing [BS3255]","Chained (2017) dollars per hour","446","units","0","v111384200","1.7.89","58.9","","","","1"
"1997","Canada","2021A000011124","Labour productivity","Soap, cleaning compound and toilet preparation manufacturing [BS3256]","Chained (2017) dollars per hour","446","units","0","v111384201","1.7.90","55.6","","","","1"
"1998","Canada","2021A000011124","Labour productivity","Soap, cleaning compound and toilet preparation manufacturing [BS3256]","Chained (2017) dollars per hour","446","units","0","v111384201","1.7.90","55.2","","","","1"
"1999","Canada","2021A000011124","Labour productivity","Soap, cleaning compound and toilet preparation manufacturing [BS3256]","Chained (2017) dollars per hour","446","units","0","v111384201","1.7.90","60.0","","","","1"
"2000","Canada","2021A000011124","Labour productivity","Soap, cleaning compound and toilet preparation manufacturing [BS3256]","Chained (2017) dollars per hour","446","units","0","v111384201","1.7.90","63.2","","","","1"
"2001","Canada","2021A000011124","Labour productivity","Soap, cleaning compound and toilet preparation manufacturing [BS3256]","Chained (2017) dollars per hour","446","units","0","v111384201","1.7.90","66.6","","","","1"
"2002","Canada","2021A000011124","Labour productivity","Soap, cleaning compound and toilet preparation manufacturing [BS3256]","Chained (2017) dollars per hour","446","units","0","v111384201","1.7.90","64.1","","","","1"
"2003","Canada","2021A000011124","Labour productivity","Soap, cleaning compound and toilet preparation manufacturing [BS3256]","Chained (2017) dollars per hour","446","units","0","v111384201","1.7.90","61.7","","","","1"
"2004","Canada","2021A000011124","Labour productivity","Soap, cleaning compound and toilet preparation manufacturing [BS3256]","Chained (2017) dollars per hour","446","units","0","v111384201","1.7.90","66.9","","","","1"
"2005","Canada","2021A000011124","Labour productivity","Soap, cleaning compound and toilet preparation manufacturing [BS3256]","Chained (2017) dollars per hour","446","units","0","v111384201","1.7.90","52.0","","","","1"
"2006","Canada","2021A000011124","Labour productivity","Soap, cleaning compound and toilet preparation manufacturing [BS3256]","Chained (2017) dollars per hour","446","units","0","v111384201","1.7.90","53.0","","","","1"
"2007","Canada","2021A000011124","Labour productivity","Soap, cleaning compound and toilet preparation manufacturing [BS3256]","Chained (2017) dollars per hour","446","units","0","v111384201","1.7.90","52.4","","","","1"
"2008","Canada","2021A000011124","Labour productivity","Soap, cleaning compound and toilet preparation manufacturing [BS3256]","Chained (2017) dollars per hour","446","units","0","v111384201","1.7.90","53.4","","","","1"
"2009","Canada","2021A000011124","Labour productivity","Soap, cleaning compound and toilet preparation manufacturing [BS3256]","Chained (2017) dollars per hour","446","units","0","v111384201","1.7.90","47.7","","","","1"
"2010","Canada","2021A000011124","Labour productivity","Soap, cleaning compound and toilet preparation manufacturing [BS3256]","Chained (2017) dollars per hour","446","units","0","v111384201","1.7.90","49.2","","","","1"
"2011","Canada","2021A000011124","Labour productivity","Soap, cleaning compound and toilet preparation manufacturing [BS3256]","Chained (2017) dollars per hour","446","units","0","v111384201","1.7.90","49.4","","","","1"
"2012","Canada","2021A000011124","Labour productivity","Soap, cleaning compound and toilet preparation manufacturing [BS3256]","Chained (2017) dollars per hour","446","units","0","v111384201","1.7.90","50.5","","","","1"
"2013","Canada","2021A000011124","Labour productivity","Soap, cleaning compound and toilet preparation manufacturing [BS3256]","Chained (2017) dollars per hour","446","units","0","v111384201","1.7.90","48.2","","","","1"
"2014","Canada","2021A000011124","Labour productivity","Soap, cleaning compound and toilet preparation manufacturing [BS3256]","Chained (2017) dollars per hour","446","units","0","v111384201","1.7.90","48.2","","","","1"
"2015","Canada","2021A000011124","Labour productivity","Soap, cleaning compound and toilet preparation manufacturing [BS3256]","Chained (2017) dollars per hour","446","units","0","v111384201","1.7.90","48.5","","","","1"
"2016","Canada","2021A000011124","Labour productivity","Soap, cleaning compound and toilet preparation manufacturing [BS3256]","Chained (2017) dollars per hour","446","units","0","v111384201","1.7.90","52.6","","","","1"
"2017","Canada","2021A000011124","Labour productivity","Soap, cleaning compound and toilet preparation manufacturing [BS3256]","Chained (2017) dollars per hour","446","units","0","v111384201","1.7.90","53.0","","","","1"
"2018","Canada","2021A000011124","Labour productivity","Soap, cleaning compound and toilet preparation manufacturing [BS3256]","Chained (2017) dollars per hour","446","units","0","v111384201","1.7.90","57.0","","","","1"
"2019","Canada","2021A000011124","Labour productivity","Soap, cleaning compound and toilet preparation manufacturing [BS3256]","Chained (2017) dollars per hour","446","units","0","v111384201","1.7.90","52.1","","","","1"
"2020","Canada","2021A000011124","Labour productivity","Soap, cleaning compound and toilet preparation manufacturing [BS3256]","Chained (2017) dollars per hour","446","units","0","v111384201","1.7.90","57.1","","","","1"
"2021","Canada","2021A000011124","Labour productivity","Soap, cleaning compound and toilet preparation manufacturing [BS3256]","Chained (2017) dollars per hour","446","units","0","v111384201","1.7.90","62.9","","","","1"
"2022","Canada","2021A000011124","Labour productivity","Soap, cleaning compound and toilet preparation manufacturing [BS3256]","Chained (2017) dollars per hour","446","units","0","v111384201","1.7.90","59.9","","","","1"
"2023","Canada","2021A000011124","Labour productivity","Soap, cleaning compound and toilet preparation manufacturing [BS3256]","Chained (2017) dollars per hour","446","units","0","v111384201","1.7.90","63.9","","","","1"
"2024","Canada","2021A000011124","Labour productivity","Soap, cleaning compound and toilet preparation manufacturing [BS3256]","Chained (2017) dollars per hour","446","units","0","v111384201","1.7.90","62.4","","","","1"
"1997","Canada","2021A000011124","Labour productivity","Other chemical product manufacturing [BS3259]","Chained (2017) dollars per hour","446","units","0","v111384202","1.7.91","67.6","","","","1"
"1998","Canada","2021A000011124","Labour productivity","Other chemical product manufacturing [BS3259]","Chained (2017) dollars per hour","446","units","0","v111384202","1.7.91","76.2","","","","1"
"1999","Canada","2021A000011124","Labour productivity","Other chemical product manufacturing [BS3259]","Chained (2017) dollars per hour","446","units","0","v111384202","1.7.91","79.8","","","","1"
"2000","Canada","2021A000011124","Labour productivity","Other chemical product manufacturing [BS3259]","Chained (2017) dollars per hour","446","units","0","v111384202","1.7.91","90.3","","","","1"
"2001","Canada","2021A000011124","Labour productivity","Other chemical product manufacturing [BS3259]","Chained (2017) dollars per hour","446","units","0","v111384202","1.7.91","93.5","","","","1"
"2002","Canada","2021A000011124","Labour productivity","Other chemical product manufacturing [BS3259]","Chained (2017) dollars per hour","446","units","0","v111384202","1.7.91","100.9","","","","1"
"2003","Canada","2021A000011124","Labour productivity","Other chemical product manufacturing [BS3259]","Chained (2017) dollars per hour","446","units","0","v111384202","1.7.91","89.3","","","","1"
"2004","Canada","2021A000011124","Labour productivity","Other chemical product manufacturing [BS3259]","Chained (2017) dollars per hour","446","units","0","v111384202","1.7.91","80.7","","","","1"
"2005","Canada","2021A000011124","Labour productivity","Other chemical product manufacturing [BS3259]","Chained (2017) dollars per hour","446","units","0","v111384202","1.7.91","89.6","","","","1"
"2006","Canada","2021A000011124","Labour productivity","Other chemical product manufacturing [BS3259]","Chained (2017) dollars per hour","446","units","0","v111384202","1.7.91","85.3","","","","1"
"2007","Canada","2021A000011124","Labour productivity","Other chemical product manufacturing [BS3259]","Chained (2017) dollars per hour","446","units","0","v111384202","1.7.91","97.4","","","","1"
"2008","Canada","2021A000011124","Labour productivity","Other chemical product manufacturing [BS3259]","Chained (2017) dollars per hour","446","units","0","v111384202","1.7.91","94.3","","","","1"
"2009","Canada","2021A000011124","Labour productivity","Other chemical product manufacturing [BS3259]","Chained (2017) dollars per hour","446","units","0","v111384202","1.7.91","98.1","","","","1"
"2010","Canada","2021A000011124","Labour productivity","Other chemical product manufacturing [BS3259]","Chained (2017) dollars per hour","446","units","0","v111384202","1.7.91","93.8","","","","1"
"2011","Canada","2021A000011124","Labour productivity","Other chemical product manufacturing [BS3259]","Chained (2017) dollars per hour","446","units","0","v111384202","1.7.91","97.3","","","","1"
